100	31	0.135	166874	0	325473
100	31	0.135	166874	0	325473
100	31	0.133	166874	0	325473
100	31	0.137	166874	0	325473
100	31	0.134	166874	0	325473
100	1990	0.010	15720	0	23335
100	1990	0.011	15720	0	23335
100	1990	0.010	15720	0	23335
100	1990	0.010	15720	0	23335
100	1990	0.012	15720	0	23335
100	4040	0.007	11967	0	17654
100	4040	0.008	11967	0	17654
100	4040	0.009	11967	0	17654
100	4040	0.009	11967	0	17654
100	4040	0.008	11967	0	17654
100	5855	0.006	10309	0	16587
100	5855	0.009	10309	0	16587
100	5855	0.007	10309	0	16587
100	5855	0.008	10309	0	16587
100	5855	0.008	10309	0	16587
100	7938	0.008	10105	0	18262
100	7938	0.010	10105	0	18262
100	7938	0.007	10105	0	18262
100	7938	0.008	10105	0	18262
100	7938	0.008	10105	0	18262
100	9900	0.013	10105	0	20224
100	9900	0.012	10105	0	20224
100	9900	0.010	10105	0	20224
100	9900	0.011	10105	0	20224
100	9900	0.009	10105	0	20224
200	52	5.748	5638312	0	11264096
200	52	7.445	5638312	0	11264096
200	52	5.910	5638312	0	11264096
200	52	5.413	5638312	0	11264096
200	52	6.092	5638312	0	11264096
200	8043	0.061	77406	0	121622
200	8043	0.057	77406	0	121622
200	8043	0.060	77406	0	121622
200	8043	0.069	77406	0	121622
200	8043	0.063	77406	0	121622
200	16012	0.030	42898	0	61551
200	16012	0.025	42898	0	61551
200	16012	0.029	42898	0	61551
200	16012	0.028	42898	0	61551
200	16012	0.031	42898	0	61551
200	24023	0.030	42900	0	69160
200	24023	0.028	42900	0	69160
200	24023	0.036	42900	0	69160
200	24023	0.029	42900	0	69160
200	24023	0.029	42900	0	69160
200	31899	0.029	40406	0	72926
200	31899	0.031	40406	0	72926
200	31899	0.031	40406	0	72926
200	31899	0.029	40406	0	72926
200	31899	0.036	40406	0	72926
200	39800	0.059	40205	0	80424
200	39800	0.046	40205	0	80424
200	39800	0.041	40205	0	80424
200	39800	0.042	40205	0	80424
200	39800	0.041	40205	0	80424
300	63	14.377	14553446	0	29065410
300	63	13.380	14553446	0	29065410
300	63	17.613	14553446	0	29065410
300	63	14.942	14553446	0	29065410
300	63	14.230	14553446	0	29065410
300	17856	0.059	97259	0	122378
300	17856	0.068	97259	0	122378
300	17856	0.065	97259	0	122378
300	17856	0.064	97259	0	122378
300	17856	0.066	97259	0	122378
300	36117	0.079	96349	0	137917
300	36117	0.067	96349	0	137917
300	36117	0.064	96349	0	137917
300	36117	0.065	96349	0	137917
300	36117	0.065	96349	0	137917
300	53688	0.170	90305	0	144612
300	53688	0.134	90305	0	144612
300	53688	0.229	90305	0	144612
300	53688	0.270	90305	0	144612
300	53688	0.237	90305	0	144612
300	71781	0.186	90305	0	162705
300	71781	0.191	90305	0	162705
300	71781	0.317	90305	0	162705
300	71781	0.360	90305	0	162705
300	71781	0.266	90305	0	162705
300	89700	0.128	90305	0	180624
300	89700	0.085	90305	0	180624
300	89700	0.084	90305	0	180624
300	89700	0.140	90305	0	180624
300	89700	0.279	90305	0	180624
400	108	47.251	47323517	0	94603742
400	108	45.358	47323517	0	94603742
400	108	40.922	47323517	0	94603742
400	108	39.347	47323517	0	94603742
400	108	39.817	47323517	0	94603742
400	31919	0.094	171822	0	215414
400	31919	0.095	171822	0	215414
400	31919	0.096	171822	0	215414
400	31919	0.099	171822	0	215414
400	31919	0.100	171822	0	215414
400	63860	0.107	172074	0	246803
400	63860	0.110	172074	0	246803
400	63860	0.131	172074	0	246803
400	63860	0.137	172074	0	246803
400	63860	0.110	172074	0	246803
400	95910	0.203	163288	0	262027
400	95910	0.237	163288	0	262027
400	95910	0.150	163288	0	262027
400	95910	0.130	163288	0	262027
400	95910	0.112	163288	0	262027
400	127913	0.113	161209	0	290745
400	127913	0.118	161209	0	290745
400	127913	0.120	161209	0	290745
400	127913	0.128	161209	0	290745
400	127913	0.182	161209	0	290745
400	159600	0.211	160954	0	321775
400	159600	0.135	160954	0	321775
400	159600	0.169	160954	0	321775
400	159600	0.138	160954	0	321775
400	159600	0.221	160954	0	321775
500	148	84.698	85728202	0	171375612
500	148	77.023	85728202	0	171375612
500	148	73.828	85728202	0	171375612
500	148	76.584	85728202	0	171375612
500	148	73.274	85728202	0	171375612
500	49782	0.149	268315	0	336184
500	49782	0.151	268315	0	336184
500	49782	0.151	268315	0	336184
500	49782	0.150	268315	0	336184
500	49782	0.151	268315	0	336184
500	99718	0.158	257192	0	363451
500	99718	0.407	257192	0	363451
500	99718	0.318	257192	0	363451
500	99718	0.238	257192	0	363451
500	99718	0.166	257192	0	363451
500	149557	0.186	250505	0	401081
500	149557	0.173	250505	0	401081
500	149557	0.363	250505	0	401081
500	149557	0.313	250505	0	401081
500	149557	0.278	250505	0	401081
500	199900	0.204	255787	0	460722
500	199900	0.231	255787	0	460722
500	199900	0.395	255787	0	460722
500	199900	0.312	255787	0	460722
500	199900	0.266	255787	0	460722
500	249500	0.197	252037	0	503560
500	249500	0.266	252037	0	503560
500	249500	0.473	252037	0	503560
500	249500	0.316	252037	0	503560
500	249500	0.254	252037	0	503560
600	187	129.470	150058102	0	300005713
600	187	145.116	150058102	0	300005713
600	187	132.937	150058102	0	300005713
600	187	123.578	150058102	0	300005713
600	187	143.602	150058102	0	300005713
600	72234	0.233	361206	0	435261
600	72234	0.232	361206	0	435261
600	72234	0.249	361206	0	435261
600	72234	0.303	361206	0	435261
600	72234	0.232	361206	0	435261
600	144079	0.265	364325	0	512031
600	144079	0.329	364325	0	512031
600	144079	0.267	364325	0	512031
600	144079	0.263	364325	0	512031
600	144079	0.355	364325	0	512031
600	215750	0.316	366352	0	587535
600	215750	0.322	366352	0	587535
600	215750	0.335	366352	0	587535
600	215750	0.330	366352	0	587535
600	215750	0.370	366352	0	587535
600	287692	0.317	362161	0	652276
600	287692	0.416	362161	0	652276
600	287692	0.315	362161	0	652276
600	287692	0.321	362161	0	652276
600	287692	0.398	362161	0	652276
600	359400	0.370	367541	0	731772
600	359400	0.346	367541	0	731772
600	359400	0.367	367541	0	731772
600	359400	0.350	367541	0	731772
600	359400	0.399	367541	0	731772
700	293	256.666	265001522	0	529877879
700	293	215.831	265001522	0	529877879
700	293	236.415	265001522	0	529877879
700	293	238.534	265001522	0	529877879
700	293	224.451	265001522	0	529877879
700	98182	0.366	591150	0	782713
700	98182	0.386	591150	0	782713
700	98182	0.573	591150	0	782713
700	98182	0.585	591150	0	782713
700	98182	0.472	591150	0	782713
700	195651	0.588	493342	0	692518
700	195651	0.299	493342	0	692518
700	195651	0.335	493342	0	692518
700	195651	0.327	493342	0	692518
700	195651	0.294	493342	0	692518
700	293753	0.331	492140	0	788014
700	293753	0.342	492140	0	788014
700	293753	0.369	492140	0	788014
700	293753	0.350	492140	0	788014
700	293753	0.321	492140	0	788014
700	391466	0.374	495127	0	890820
700	391466	0.360	495127	0	890820
700	391466	0.365	495127	0	890820
700	391466	0.379	495127	0	890820
700	391466	0.396	495127	0	890820
700	489300	0.763	490705	0	981424
700	489300	0.489	490705	0	981424
700	489300	0.439	490705	0	981424
700	489300	0.377	490705	0	981424
700	489300	0.671	490705	0	981424
800	334	288.577	346205662	0	692200052
800	334	300.382	346205662	0	692200052
800	334	301.150	346205662	0	692200052
800	334	306.800	346205662	0	692200052
800	334	294.313	346205662	0	692200052
800	128196	0.346	650944	0	789581
